as_of_date,ticker,headline,news_text,source,url,sentiment_score,bullish_probability,bearish_probability,neutral_probability,sentiment_category,confidence,key_points
2025-04-29 17:26:00,NVDA,Super Micro Computer Stock Plunges On Weak March-Quarter Figures,,Finviz,https://finance.yahoo.com/m/788e8b20-360f-391a-873d-6f8dfb72ea5b/super-micro-computer-stock.html,-0.9627302636433772,0.008755200257122508,0.9714854639004997,0.019759335842377736,bearish,0.9714854639004997,[]
2025-04-29 16:52:00,TSLA,"For Ford, Tesla, the Worst Auto Tariff Case Is Off the Table",,Finviz,https://finance.yahoo.com/m/8e2e947d-89f0-3bce-9192-df0bf3f25d23/for-ford%2C-tesla%2C-the-worst.html,-0.4365146450760256,0.03407262777834723,0.47058727285437285,0.4953400993672799,bearish,0.4953400993672799,[]
2025-04-29 16:48:00,BA,Watch These Boeing Stock Price Levels After 5-Session Winning Streak Snapped,,Finviz,https://www.investopedia.com/watch-these-boeing-stock-price-levels-after-5-session-winning-streak-snapped-11723927,0.12002595424632762,0.13690347867530972,0.016877524428982105,0.8462189968957081,bullish,0.8462189968957081,[]
2025-04-29 16:46:00,NVDA,Jim Cramer Says NVIDIA (NVDA) Being 'Punished' for Doing Business With 'Enemy Nation',,Finviz,/news/38086/jim-cramer-says-nvidia-nvda-being-punished-for-doing-business-with-enemy-nation,-0.9403654243241674,0.01357425284904824,0.9539396771732156,0.03248606997773617,bearish,0.9539396771732156,[]
2025-04-29 16:44:00,TSLA,Tesla Stock Rose for 6th Straight Day. Why Robots Matter More Than Tariffs.,,Finviz,https://finance.yahoo.com/m/474498fc-c584-3d73-8e4f-3d8bf1342679/tesla-stock-rose-for-6th.html,0.09290825506368089,0.13515099782384188,0.04224274276016099,0.8226062594159971,bullish,0.8226062594159971,[]
2025-04-29 16:42:00,TSLA,"Tesla's Slump Has Been A Goldmine For Short Sellers This YearThey've Made $11.5 Billion, Beating Out Nvidia's $9.4 Billion",,Finviz,https://finance.yahoo.com/news/teslas-slump-goldmine-short-sellers-204219906.html,0.9067044612727297,0.92364111193154,0.016936650658810257,0.059422237409649754,bullish,0.92364111193154,[]
2025-04-29 16:19:00,NVDA,"These Stocks Moved the Most Today: GM, Tesla, Ford, JetBlue, Wolfspeed, SoFi, Nvidia, and More",,Finviz,https://finance.yahoo.com/m/f0c0f99a-882a-3f36-a29b-6bb39cba2324/these-stocks-moved-the-most.html,0.07457850651209037,0.12359017510443404,0.04901166859234367,0.8273981563032223,bullish,0.8273981563032223,[]
2025-04-29 16:10:00,NVDA,"IGM: Mag 7's P/E Has Come Down Ahead Of Q1 Earnings, But Technical Damage Done",,Finviz,https://seekingalpha.com/article/4779354-igm-mag-7s-pe-has-come-down-ahead-of-q1-earnings-but-technical-damage-done?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.9560109854421402,0.014934667317149578,0.9709456527592898,0.014119679923560615,bearish,0.9709456527592898,[]
2025-04-29 15:58:00,NVDA,Nvidia stock dips amid Reuters report on AI chip export rule review,,Finviz,https://finance.yahoo.com/news/nvidia-stock-dips-amid-reuters-195848482.html,-0.9218985778557905,0.01597592707108355,0.9378745049268741,0.04614956800204241,bearish,0.9378745049268741,[]
2025-04-29 15:58:00,TSLA,"Tesla hiring over 1,000 workers to ramp up Semi truck production, Business Insider reports",,Finviz,https://finance.yahoo.com/news/tesla-hiring-over-1-000-195834307.html,0.7369487901259304,0.7805982173934711,0.043649427267540786,0.17575235533898803,bullish,0.7805982173934711,[]
2025-04-29 15:45:00,TSLA,"Tesla sees a rare insider buy, but also a notable insider sale",,Finviz,https://finance.yahoo.com/news/tesla-sees-rare-insider-buy-194534437.html,0.3917462708930998,0.4039759130974531,0.012229642204353287,0.5837944446981936,bullish,0.5837944446981936,[]
2025-04-29 15:41:00,TSLA,How the auto industry will benefit from new tariff break rules,,Finviz,https://finance.yahoo.com/video/auto-industry-benefit-tariff-break-194147372.html,0.1217025769137422,0.13407552541961204,0.012372948505869848,0.8535515260745181,bullish,0.8535515260745181,[]
2025-04-29 15:11:00,TSLA,"Elon Musk Wants Tesla To Be 'Most Valuable Company' In The World, But Top Investor Doubts EV Giant's Rise Without Apple-Style Marketing Strategy",,Finviz,https://finance.yahoo.com/news/elon-musk-wants-tesla-most-191120121.html,-0.6181918119845334,0.09408264142521147,0.7122744534097449,0.19364290516504362,bearish,0.7122744534097449,[]
2025-04-29 15:03:00,TSLA,Tesla Is Still A Strong Sell After Earnings,,Finviz,https://seekingalpha.com/article/4779308-tesla-is-still-a-strong-sell-after-earnings?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.8766089176574711,0.8953387479092365,0.018729830251765427,0.08593142183899809,bullish,0.8953387479092365,[]
2025-04-29 15:00:00,NVDA,"Dell Technologies Stock Trading at Big Discount: Should You Buy, Sell or Hold?",,Finviz,/news/38066/dell-technologies-stock-trading-at-big-discount-should-you-buy-sell-or-hold,0.00029290092898488773,0.0320706419298716,0.03177774100088671,0.9361516170692417,neutral,0.9361516170692417,[]
2025-04-29 14:45:00,TSLA,"These Stocks Are Moving the Most Today: GM, Tesla, Ford, JetBlue, Wolfspeed, SoFi, Nvidia, and More",,Finviz,https://finance.yahoo.com/m/f0c0f99a-882a-3f36-a29b-6bb39cba2324/these-stocks-are-moving-the.html,0.07031035737590599,0.10798112785731828,0.037670770481412284,0.8543481016612694,bullish,0.8543481016612694,[]
2025-04-29 14:25:00,NVDA,"Amazon (AMZN), Nvidia (NVDA) Say AI Data Center Demand Remains Strong",,Finviz,https://finance.yahoo.com/news/amazon-amzn-nvidia-nvda-ai-182516579.html,0.9299655741489079,0.9536049563402728,0.023639382191364834,0.022755661468362356,bullish,0.9536049563402728,[]
2025-04-29 14:07:00,TSLA,Trumps first 100 days in office have cost Elon Musk $113 billion of his net worth,,Finviz,https://finance.yahoo.com/news/trump-first-100-days-office-180745360.html,-0.7187672013536827,0.028018454663833604,0.7467856560175162,0.22519588931865017,bearish,0.7467856560175162,[]
2025-04-29 14:00:00,TSLA,Tesla: Don't Keep Letting The Market Take You For A Ride,,Finviz,https://seekingalpha.com/article/4779107-tesla-dont-keep-letting-the-market-take-you-for-a-ride?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.03551100738958678,0.04701404128664187,0.08252504867622865,0.8704609100371294,neutral,0.8704609100371294,[]
2025-04-29 13:48:00,NVDA,Should You Buy Palantir Stock Ahead of Q1 Earnings Report?,,Finviz,/news/38043/should-you-buy-palantir-stock-ahead-of-q1-earnings-report,0.03672847677895565,0.05652530526964037,0.019796828490684718,0.923677866239675,neutral,0.923677866239675,[]
2025-04-29 12:24:00,TSLA,Howard Lutnick confirms tariff relief for US automakers,,Finviz,https://finance.yahoo.com/video/howard-lutnick-confirms-tariff-relief-162430619.html,0.8883646014820158,0.9214423024224548,0.033077700940439075,0.04547999663710604,bullish,0.9214423024224548,[]
2025-04-29 12:24:00,TSLA,Summer Recession Forecasted By Apollo: Is This S&P 500 Rally Built To Last?,,Finviz,https://seekingalpha.com/article/4779182-summer-recession-forecasted-by-apollo-is-this-s-and-p-500-rally-built-to-last?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.10333664047223806,0.08018647939105689,0.18352311986329495,0.7362904007456481,bearish,0.7362904007456481,[]
2025-04-29 12:00:00,NVDA,Nvidia: Time To Go All In,,Finviz,https://seekingalpha.com/article/4779027-nvidia-stock-time-to-go-all-in?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.10036042703835565,0.11753773996465877,0.017177312926303114,0.8652849471090381,bullish,0.8652849471090381,[]
2025-04-29 11:38:00,NVDA,NVIDIA Corporation (NVDA): Among Billionaire Andreas Halvorsen's Stock Picks With Huge Upside Potential,,Finviz,/news/37878/nvidia-corporation-nvda-among-billionaire-andreas-halvorsens-stock-picks-with-huge-upside-potential,0.8819415876124681,0.8982058696582476,0.01626428204577951,0.08552984829597288,bullish,0.8982058696582476,[]
2025-04-29 11:23:00,TSLA,Elon Musks retreat from DOGE has lifted Teslas market cap by $158 billionbut the stock is still 50% off its December peak,,Finviz,https://finance.yahoo.com/news/elon-musk-retreat-doge-lifted-152315001.html,-0.34045294117195646,0.315562222367641,0.6560151635395974,0.028422614092761613,bearish,0.6560151635395974,[]
2025-04-29 11:17:00,TSLA,Tesla Stock Is Down. Why Robots Matter More Than Tariffs.,,Finviz,https://finance.yahoo.com/m/474498fc-c584-3d73-8e4f-3d8bf1342679/tesla-stock-is-down.-why.html,-0.9109739893796999,0.011707133052910235,0.9226811224326101,0.0656117445144796,bearish,0.9226811224326101,[]
2025-04-29 11:08:00,BA,Trump Is Finally Coming Face to Face With Voters After Approval Rating Falls,,Finviz,https://finance.yahoo.com/news/trump-finally-coming-face-face-090000092.html,0.3657682741547864,0.3845598158919784,0.018791541737192,0.5966486423708296,bullish,0.5966486423708296,[]
2025-04-29 11:03:00,TSLA,What Economic Campaign Promises Has Trump Enacted In His First 100 Days?,,Finviz,https://www.investopedia.com/what-economic-campaign-promises-has-trump-enacted-in-first-100-days-11723909,0.00628487765789032,0.04210909456014633,0.03582421690225601,0.9220666885375977,neutral,0.9220666885375977,[]
2025-04-29 10:53:00,NVDA,"Nvidia's Technology Gap At Risk Amid Blackwell Delay, Analyst Says; Is Nvidia A Sell Now?",,Finviz,https://finance.yahoo.com/m/dc591aa5-8656-399f-a2b0-90fb4c8c329e/nvidia%27s-technology-gap-at.html,-0.5605187474210513,0.053028520394222886,0.6135472678152742,0.33342421179050286,bearish,0.6135472678152742,[]
2025-04-29 10:45:00,NVDA,Nvidia Stock Drops. Where This Analyst Sees a Threat to Sales.,,Finviz,https://finance.yahoo.com/m/d17662c2-f5c2-31a0-bb43-b94c5f07ceb2/nvidia-stock-drops.-where.html,-0.9501999514455022,0.010105529780817676,0.9603054812263199,0.029588988992862508,bearish,0.9603054812263199,[]
2025-04-29 10:41:00,NVDA,"NVDA Stock Can Perform Well in the Long Term, Veteran Investor Says",,Finviz,/news/37696/nvda-stock-can-perform-well-in-the-long-term-veteran-investor-says,0.9403083997489359,0.9533863325120915,0.013077932763155596,0.033535734724752894,bullish,0.9533863325120915,[]
2025-04-29 10:40:00,BA,UBS Recently Raised Its Price Target on Boeing (BA) Stock,,Finviz,/news/37666/ubs-recently-raised-its-price-target-on-boeing-ba-stock,0.892524932180392,0.902967328747917,0.010442396567524988,0.08659027468455802,bullish,0.902967328747917,[]
2025-04-29 10:39:00,TSLA,Cramer Says He's Betting on TSLA When It Comes to Robotaxis,,Finviz,/news/37665/cramer-says-hes-betting-on-tsla-when-it-comes-to-robotaxis,0.08657166728748315,0.09733174851795436,0.010760081230471202,0.8919081702515744,bullish,0.8919081702515744,[]
2025-04-29 10:16:00,NVDA,Is NVIDIA Corporation (NVDA) the Worst-Performing Blue Chip Stock So Far in 2025?,,Finviz,/news/37607/is-nvidia-corporation-nvda-the-worst-performing-blue-chip-stock-so-far-in-2025,-0.9520889483060251,0.009232309294375888,0.961321257600401,0.029446433105223106,bearish,0.961321257600401,[]
2025-04-29 10:12:00,TSLA,"Is Tesla, Inc. (TSLA) the Worst-Performing Blue Chip Stock So Far in 2025?",,Finviz,/news/37576/is-tesla-inc-tsla-the-worst-performing-blue-chip-stock-so-far-in-2025,-0.9516254845677218,0.009982456536816535,0.9616079411045383,0.02840960235864522,bearish,0.9616079411045383,[]
2025-04-29 10:05:00,NVDA,Markets Hold Their Breath,,Finviz,https://seekingalpha.com/article/4779135-markets-hold-their-breath?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.13942184601904453,0.04451718769492,0.18393903371396453,0.7715437785911154,bearish,0.7715437785911154,[]
2025-04-29 09:59:00,TSLA,Trump to offer relief on auto tariffs in new executive order,,Finviz,https://finance.yahoo.com/video/trump-offer-relief-auto-tariffs-135912454.html,0.31251590326523204,0.4836278548018846,0.17111195153665254,0.3452601936614629,bullish,0.4836278548018846,[]
2025-04-29 09:54:00,NVDA,Mag 7: What the technicals are saying about Big Tech stocks,,Finviz,https://finance.yahoo.com/video/mag-7-technicals-saying-big-135458838.html,-0.007682405583912255,0.03472337949402734,0.042405785077939594,0.922870835428033,neutral,0.922870835428033,[]
2025-04-29 09:50:00,TSLA,Tesla Stock Is Stuck. Can Trumps Auto Tariff Changes Get It Moving Again?,,Finviz,https://finance.yahoo.com/m/474498fc-c584-3d73-8e4f-3d8bf1342679/tesla-stock-is-stuck.-can.html,-0.5963985561117046,0.03875964637412435,0.6351582024858289,0.32608215114004674,bearish,0.6351582024858289,[]
2025-04-29 09:44:00,BA,India's $67 Billion Boeing Bet Could Rewrite the US Trade Playbook,,Finviz,https://finance.yahoo.com/news/indias-67-billion-boeing-bet-134449281.html,0.06130514339584964,0.1264277855040713,0.06512264210822166,0.808449572387707,bullish,0.808449572387707,[]
2025-04-29 09:36:00,NVDA,Microsoft and Amazon Capex in Focus Amid Potential AI Pullback,,Finviz,https://finance.yahoo.com/news/microsoft-amazon-capex-focus-amid-095531516.html,-0.8316920203996376,0.03025224262989448,0.8619442630295321,0.1078034943405734,bearish,0.8619442630295321,[]
2025-04-29 09:24:00,TSLA,Tesla Valuation Update: Bearish Signals In A Changing Market (Rating Downgrade),,Finviz,https://seekingalpha.com/article/4779095-tesla-valuation-update-bearish-signals-in-a-changing-market-rating-downgrade?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.9217332295180573,0.014820638623427255,0.9365538681414846,0.048625493235088184,bearish,0.9365538681414846,[]
2025-04-29 09:21:00,NVDA,Here's Why NVIDIA Corporation (NVDA) Fell in Q1,,Finviz,/news/37425/heres-why-nvidia-corporation-nvda-fell-in-q1,-0.9265602343103407,0.017007148748623236,0.9435673830589639,0.03942546819241278,bearish,0.9435673830589639,[]
2025-04-29 09:20:00,TSLA,Baron Partners Fund Q1 2025 Top Contributors And Detractors,,Finviz,https://seekingalpha.com/article/4779113-baron-partners-fund-q1-2025-top-contributors-and-detractors?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.02546735565813706,0.047883713360702324,0.022416357702565264,0.9296999289367324,neutral,0.9296999289367324,[]
2025-04-29 09:12:00,NVDA,"H100 Renting Prices Will Drop, Fast - Reiterating Sell On Nebius",,Finviz,https://seekingalpha.com/article/4779089-h100-renting-prices-will-drop-fast-reiterating-sell-on-nebius?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.9510976694033592,0.013011469855391837,0.964109139258751,0.022879390885857154,bearish,0.964109139258751,[]
2025-04-29 09:08:00,TSLA,"Tesla: Early Signs Of A Turnaround, But Fundamentals Are Not Driving It",,Finviz,https://seekingalpha.com/article/4779082-tesla-early-signs-of-a-turnaround-but-fundamentals-are-not-driving-it?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.8580365569363919,0.8986890215573197,0.040652464620927746,0.06065851382175259,bullish,0.8986890215573197,[]
2025-04-29 09:05:00,NVDA,Chip Design Hits AI Crossover Point,,Finviz,https://seekingalpha.com/article/4779094-chip-design-hits-ai-crossover-point?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.46174024273513303,0.6115045779046668,0.14976433516953377,0.23873108692579945,bullish,0.6115045779046668,[]
2025-04-29 09:01:00,TSLA,Former Ford CEO Mark Fields on auto tariffs reprieve: The biggest winner is Tesla,,Finviz,https://www.youtube.com/watch?v=QmgGnTlXBhM,0.25621752995090535,0.30547389160488625,0.049256361653980896,0.6452697467411328,bullish,0.6452697467411328,[]
2025-04-29 09:00:00,NVDA,NVIDIA Corporation (NVDA) is Attracting Investor Attention: Here is What You Should Know,,Finviz,/news/37519/nvidia-corporation-nvda-is-attracting-investor-attention-here-is-what-you-should-know,0.05915820961701896,0.07338441498189824,0.01422620536487928,0.9123893796532225,bullish,0.9123893796532225,[]
2025-04-29 09:00:00,BA,Is Trending Stock The Boeing Company (BA) a Buy Now?,,Finviz,/news/37518/is-trending-stock-the-boeing-company-ba-a-buy-now,0.0774418688582817,0.09367315192004586,0.01623128306176415,0.89009556501819,bullish,0.89009556501819,[]
2025-04-29 08:30:00,NVDA,ClearBridge Global Value Improvers Strategy Q1 2025 Commentary,,Finviz,https://seekingalpha.com/article/4779096-clearbridge-global-value-improvers-strategy-q1-2025-commentary?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.06235626642752887,0.0771949506119458,0.014838684184416933,0.9079663652036373,bullish,0.9079663652036373,[]
2025-04-29 08:30:00,NVDA,Fiduciary Management Q1 2025 Shareholder Letter,,Finviz,https://seekingalpha.com/article/4779097-fiduciary-management-q1-2025-shareholder-letter?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.026271720712012853,0.02095073597066185,0.047222456682674704,0.9318268073466635,neutral,0.9318268073466635,[]
2025-04-29 08:30:00,NVDA,Q1 2025 Cadence Design Systems Inc Earnings Call,,Finviz,https://finance.yahoo.com/news/q1-2025-cadence-design-systems-123027473.html,-0.09636569431560373,0.03387957451447686,0.13024526883008058,0.8358751566554425,bearish,0.8358751566554425,[]
2025-04-29 08:29:00,TSLA,Tesla Stock Sees First Insider Buy in Years,,Finviz,https://finance.yahoo.com/m/66c21af2-6ca2-3640-b9aa-de042f54a234/tesla-stock-sees-first.html,0.19792684434379249,0.2092575370455313,0.011330692701738818,0.7794117702527299,bullish,0.7794117702527299,[]
2025-04-29 08:18:00,BA,"Emirates CEO on Aircraft Order Talks With Boeing, Airbus",,Finviz,https://finance.yahoo.com/video/emirates-ceo-aircraft-order-talks-121823474.html,0.05286338259896511,0.07390545680270964,0.021042074203744536,0.9050524689935459,bullish,0.9050524689935459,[]
2025-04-29 08:11:00,NVDA,Stock-Split Watch: Is Nvidia Next?,,Finviz,/news/37315/stock-split-watch-is-nvidia-next,-0.011265587523287018,0.02789295206525353,0.03915853958854055,0.9329485083462059,neutral,0.9329485083462059,[]
2025-04-29 08:10:00,TSLA,Baron Partners Fund Q1 2025 Shareholder Letter,,Finviz,https://seekingalpha.com/article/4779077-baron-partners-fund-q1-2025-shareholder-letter?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.026507331965018685,0.04087797548540125,0.014370643520382566,0.9447513809942162,neutral,0.9447513809942162,[]
2025-04-29 08:00:00,NVDA,S&P 493 earnings growth appears to be gaining as Mag 7 slows,,Finviz,https://finance.yahoo.com/video/p-493-earnings-growth-appears-120055848.html,0.9346549348924836,0.9551969633160551,0.020542028423571473,0.024261008260373425,bullish,0.9551969633160551,[]
2025-04-29 07:45:00,BA,Aerospace and Defense Stocks Take Flight After Strong Earnings,,Finviz,/news/41440/aerospace-and-defense-stocks-take-flight-after-strong-earnings,0.21452284498580831,0.47236601925987065,0.25784317427406234,0.269790806466067,bullish,0.47236601925987065,[]
2025-04-29 07:45:00,BA,Q2 2025 Woodward Inc Earnings Call,,Finviz,https://finance.yahoo.com/news/q2-2025-woodward-inc-earnings-114556559.html,-0.224363483344977,0.031922524517009256,0.25628600786198624,0.7117914676210045,bearish,0.7117914676210045,[]
2025-04-29 07:32:00,BA,"Spirit AeroSystems, Airbus reach $439M divestiture deal",,Finviz,https://finance.yahoo.com/m/630435ec-f7c9-314c-8497-932cf5632f51/spirit-aerosystems%2C-airbus.html,0.06884462341161605,0.0846500339566737,0.015805410545057647,0.8995445554982686,bullish,0.8995445554982686,[]
2025-04-29 07:30:00,TSLA,Tesla 'riding waves of sentiment' on hopes of better Q2,,Finviz,https://finance.yahoo.com/video/tesla-riding-waves-sentiment-hopes-113008695.html,0.7340550601805028,0.8238943587494355,0.08983929856893265,0.08626634268163186,bullish,0.8238943587494355,[]
2025-04-29 07:15:00,TSLA,Tesla's Q1 Disaster: Downgrading To Sell As Future Looks Bleaker Than Ever,,Finviz,https://seekingalpha.com/article/4778689-teslas-q1-disaster-downgrading-to-sell-as-future-looks-bleaker-than-ever?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,-0.9128459337329394,0.024936036627187574,0.937781970360127,0.03728199301268547,bearish,0.937781970360127,[]
2025-04-29 06:45:00,NVDA,Inside Best-Performing Leveraged ETFs of Last Week,,Finviz,/news/37272/inside-best-performing-leveraged-etfs-of-last-week,0.3627841865601512,0.42942618683835587,0.06664200027820467,0.5039318128834395,bullish,0.5039318128834395,[]
2025-04-29 06:31:00,TSLA,Donald Trumps first 100 days in images,,Finviz,https://finance.yahoo.com/m/7f5dabc0-6e42-3f1c-b674-4166eb145728/donald-trump%E2%80%99s-first-100-days.html,0.015953898073273194,0.044685046121067266,0.028731148047794072,0.9265838058311386,neutral,0.9265838058311386,[]
2025-04-29 06:30:00,BA,Xi Is Trying to Turn World Against US as Trump Cuts Trade Deals,,Finviz,https://finance.yahoo.com/news/xi-trying-turn-world-against-103001129.html,-0.7460774752110714,0.06159906347097711,0.8076765386820485,0.13072439784697448,bearish,0.8076765386820485,[]
2025-04-29 06:00:00,BA,Elon Musk Lost 25% of Fortune During His Quest to Gut the US Government,,Finviz,https://finance.yahoo.com/news/musk-nears-end-130-day-100015944.html,-0.8029702677419105,0.018318813171721012,0.8212890809136315,0.1603921059146475,bearish,0.8212890809136315,[]
2025-04-29 06:00:00,TSLA,"As Musk Nears End of 130-Day DOGE Stint, He's $113 Billion Down",,Finviz,https://finance.yahoo.com/news/musk-nears-end-130-day-100015944.html,0.006712151628805771,0.03378377450831444,0.02707162287950867,0.9391446026121769,neutral,0.9391446026121769,[]
2025-04-29 05:52:00,BA,"Stock Market News for Apr 29, 2025",,Finviz,/news/37217/stock-market-news-for-apr-29-2025,-0.033780312857746034,0.022191437415975727,0.05597175027372176,0.9218368123103025,neutral,0.9218368123103025,[]
2025-04-29 05:38:00,TSLA,Tesla Stock Can Accelerate on Trumps Expected Auto Tariff Changes,,Finviz,https://finance.yahoo.com/m/474498fc-c584-3d73-8e4f-3d8bf1342679/tesla-stock-can-accelerate-on.html,0.8939040085788814,0.9067809370630202,0.012876928484138836,0.08034213445284091,bullish,0.9067809370630202,[]
2025-04-29 05:16:00,TSLA,"Tesla Stock: The Technoking Has Returned - Buy (Technical Analysis, Rating Upgrade)",,Finviz,https://seekingalpha.com/article/4779010-tesla-stock-the-technoking-has-returned-buy-technical-analysis-upgrade-buy?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.7317651852088705,0.7432347363039215,0.011469551095050967,0.24529571260102762,bullish,0.7432347363039215,[]
2025-04-29 05:00:00,TSLA,What Nvidia Investors Should Know About Tesla's AI Updates,,Finviz,/news/37168/what-nvidia-investors-should-know-about-teslas-ai-updates,-0.006946941772969978,0.028915757044071733,0.03586269881704171,0.9352215441388866,neutral,0.9352215441388866,[]
2025-04-29 04:37:00,TSLA,Will Musk's Increased Focus on Tesla Boost Its Stock?,,Finviz,/news/37162/will-musks-increased-focus-on-tesla-boost-its-stock,0.8940593449887643,0.9058606436056645,0.011801298616900322,0.08233805777743518,bullish,0.9058606436056645,[]
2025-04-29 02:15:00,TSLA,Alphabet Sets A Positive Tone Ahead Of Mega Tech Earnings Results This Week,,Finviz,https://seekingalpha.com/article/4778990-alphabet-sets-positive-tone-ahead-mega-tech-earnings-results?utm_source=finviz.com&utm_medium=referral&feed_item_type=article,0.9048229918961895,0.9272101132693167,0.022387121373127133,0.05040276535755617,bullish,0.9272101132693167,[]
2025-04-29 02:05:00,BA,China Offers Olive Branch to U.S. Firms After Boeing Delivery Halt,,Finviz,https://finance.yahoo.com/m/8eadac5d-d152-30b0-834b-e12e15cb901b/china-offers-olive-branch-to.html,0.658598310880044,0.6738180900832498,0.015219779203205842,0.3109621307135444,bullish,0.6738180900832498,[]
2025-04-29 01:52:00,BA,"Stocks Advance on Auto Tariff Reprieve, Gold Drops: Markets Wrap",,Finviz,https://finance.yahoo.com/news/asian-stocks-edge-barrage-earnings-014255977.html,-0.44494582381139824,0.23980502605583498,0.6847508498672332,0.07544412407693174,bearish,0.6847508498672332,[]
2025-04-28 23:42:00,BA,"Chinese airlines and Boeing severely hit by tariffs, Beijing says",,Finviz,https://finance.yahoo.com/news/china-says-airlines-boeing-severely-034218502.html,-0.9544355525665154,0.013490133443013816,0.9679256860095292,0.01858418054745698,bearish,0.9679256860095292,[]
